id,product_name,category,manufacturer,net_quantity,mrp,mfg_date,consumer_care,country_of_origin,compliance_status,violations,scanned_timestamp,ocr_confidence
LMC-01657,Chakki Fresh Pure Atta 5 kg,Atta & Flours,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",5 kg,Rs. 42.00 (Incl. of all taxes),03/2026,Email: care@pristine.com | Ph: 1800-803-3132,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 00:51:36,95%
LMC-01658,Organic Besan Gram Flour 1 kg,Atta & Flours,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",1 kg,Not Declared,Not Declared,Email: care@kaveri.com | Ph: 1800-534-2726,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-24 05:29:36,75%
LMC-01659,Instant Chicory Coffee Powder 50 g,Tea & Coffee,Not Declared,50 g,Rs. 629.00 (Incl. of all taxes),Not Declared,Email: care@pristine.com | Ph: 1800-512-2237,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-26 15:02:36,87%
LMC-01660,Sharbati Whole Wheat Atta 1 kg,Atta & Flours,"Godavari Mills & Refineries, Guntur",1 kg,Rs. 201.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-503-3015,India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city),2026-08-18 23:35:36,85%
LMC-01661,Lemon Iced Tea Concentrate 200 ml,Beverages & Juices,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",200 ml,Rs. 771.00 (Incl. of all taxes),07/2026,Email: care@navrang.com | Ph: 1800-200-7854,India,NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR,2026-07-14 04:40:36,70%
LMC-01662,Poha Instant Breakfast Bowl 250 g,Ready-to-Eat,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",250 g,Rs. 505.00 (Incl. of all taxes),03/2026,Email: care@vedic.com | Ph: 1800-757-7520,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-04 14:51:36,90%
LMC-01663,Pure Sesame Gingelly Oil 2 L,Edible Oils,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",2 L,Rs. 653.00 (Incl. of all taxes),01/2026,Email: care@ananya.com | Ph: 1800-810-3762,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-29 09:47:36,91%
LMC-01664,Almond Cashew Shortbread 50 g,Biscuits & Cookies,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",50 g,Rs. 908.00 (Incl. of all taxes),06/2026,Email: care@navrang.com | Ph: 1800-264-5304,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-21 09:29:36,89%
LMC-01665,Digestive High Fibre Biscuits 200 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 546.00 (Incl. of all taxes),05/2026,Email: care@ananya.com | Ph: 1800-222-7704,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-03 09:57:36,93%
LMC-01666,Refined Groundnut Oil 200 ml,Edible Oils,Not Declared,200 ml,Rs. 311.00 (Incl. of all taxes),05/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-09-03 19:26:36,84%
LMC-01667,Chakki Fresh Pure Atta 2 kg,Atta & Flours,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",2 kg,Rs. 940.00 (Incl. of all taxes),02/2026,Helpline: 1800-351-2666 (Email missing),India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(e): Missing consumer care email address,2026-08-24 09:31:36,85%
LMC-01668,Rava Upma Breakfast Mix 250 g,Ready-to-Eat,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",250 g,Rs. 526.00 (Incl. of all taxes),08/2026,Email: care@himalayan.com | Ph: 1800-310-2147,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-27 01:50:36,88%
LMC-01669,Rice Flour Fine 1 kg,Atta & Flours,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",1 kg,Rs. 473.00 (Incl. of all taxes),02/2026,Email: care@pristine.com | Ph: 1800-411-8540,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-04 23:37:36,96%
LMC-01670,Marie Crisp Tea Biscuits 750 g,Biscuits & Cookies,Not Declared,750 g,Rs. 105.00,05/2026,Email: care@surya.com | Ph: 1800-106-6578,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-16 12:19:36,84%
LMC-01671,Whole Cumin Jeera Seeds 250 g,Spices & Condiments,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",Not Declared,Rs. 445.00,06/2026,Email: care@pristine.com | Ph: 1800-419-3893,India,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-30 07:10:36,87%
LMC-01672,Kashmiri Degi Mirch Powder 50 g,Spices & Condiments,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",50 g,Rs. 885.00 (Incl. of all taxes),02/2026,Email: care@kaveri.com | Ph: 1800-166-5841,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-16 12:21:36,91%
LMC-01673,Choco Chip Delight Cookies 500 g,Biscuits & Cookies,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",500 g,Rs. 399.00 (Incl. of all taxes),07/2026,Email: care@himalayan.com | Ph: 1800-912-5113,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-29 23:55:36,93%
LMC-01674,Kasuri Methi 500 g,Spices & Condiments,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500 g,Rs. 798.00 (Incl. of all taxes),02/2026,Email: care@pristine.com | Ph: 1800-133-6177,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-22 07:42:36,90%
LMC-01675,Khatta Meetha Mixture 500 g,Snacks & Namkeen,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",500 g,Rs. 488.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-419-3584,Imported (Origin: Sri Lanka),COMPLIANT,None (Fully Compliant with Rule 6),2026-07-17 17:11:36,99%
LMC-01676,Green Tea Lemon Honey Bags 250 g,Tea & Coffee,Not Declared,250 g,Not Declared,07/2026,Email: care@navrang.com | Ph: 1800-664-1559,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-07-31 15:34:36,84%
LMC-01677,Blended Edible Vegetable Oil 2 L,Edible Oils,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",2 L,Rs. 205.00 (Incl. of all taxes),08/2026,Helpline: 1800-174-2056 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-18 17:25:36,78%
LMC-01678,Maida Refined Wheat Flour 10 kg,Atta & Flours,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",10 kg,Rs. 594.00,03/2026,Email: care@navrang.com | Ph: 1800-263-7683,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-17 08:56:36,85%
LMC-01679,Mixed Fruit Orchard Blend 100 ml,Beverages & Juices,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 ml,Rs. 911.00 (Incl. of all taxes),05/2026,Email: care@godavari.com | Ph: 1800-250-2236,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-07 02:34:36,88%
LMC-01680,Crispy Butter Cookies 750 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 156.00 (Incl. of all taxes),06/2026,Email: care@vedic.com | Ph: 1800-896-2150,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 18:13:36,93%
LMC-01681,Salted Table Butter 100 g,Dairy Products,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",100 g,Rs. 913.00 (Incl. of all taxes),06/2026,Email: care@surya.com | Ph: 1800-528-8413,Imported (Origin: Sri Lanka),COMPLIANT,None (Fully Compliant with Rule 6),2026-08-23 02:47:36,89%
LMC-01682,Kashmiri Degi Mirch Powder 500 g,Spices & Condiments,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",500 g,Rs. 168.00 (Incl. of all taxes),07/2026,Email: care@navrang.com | Ph: 1800-711-1435,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 03:34:36,99%
LMC-01683,Greek Style Plain Yogurt 100 g,Dairy Products,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",100 g,Rs. 198.00 (Incl. of all taxes),01/2026,Helpline: 1800-347-8462 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-31 23:06:36,64%
LMC-01684,Maida Refined Wheat Flour 2 kg,Atta & Flours,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",Not Declared,Rs. 589.00 (Incl. of all taxes),Not Declared,Email: care@vedic.com | Ph: 1800-204-4263,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(c): Net quantity declaration absent,2026-08-04 15:58:36,81%
LMC-01685,Almond Cashew Shortbread 250 g,Biscuits & Cookies,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",250 gms,Rs. 452.00 (Incl. of all taxes),01/2026,Email: care@godavari.com | Ph: 1800-739-6728,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-08-20 05:38:36,83%
LMC-01686,Poha Instant Breakfast Bowl 750 g,Ready-to-Eat,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 193.00 (Incl. of all taxes),02/2026,Email: care@vedic.com | Ph: 1800-306-7501,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-26 07:56:36,90%
LMC-01687,Spicy Aloo Bhujia 100 g,Snacks & Namkeen,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100 gms,Rs. 481.00 (Incl. of all taxes),05/2026,Email: care@pristine.com | Ph: 1800-394-1625,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-08-07 13:58:36,66%
LMC-01688,Agmark Haldi Turmeric Powder 250 g,Spices & Condiments,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",250 g,Rs. 636.00 (Incl. of all taxes),07/2026,Email: care@navrang.com | Ph: 1800-929-3407,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-17 00:14:36,94%
LMC-01689,Alphonso Mango Nectar 1 L,Beverages & Juices,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",1 ltr,Rs. 449.00 (Incl. of all taxes),08/2026,Helpline: 1800-730-1155 (Email missing),India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(e): Missing consumer care email address,2026-08-04 19:23:36,75%
LMC-01690,Gulab Jamun Instant Mix 400 g,Ready-to-Eat,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 g,Not Declared,07/2026,Email: care@navrang.com | Ph: 1800-359-6604,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-07-15 19:29:36,82%
LMC-01691,Mixed Fruit Orchard Blend 750 ml,Beverages & Juices,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",750 ml,Rs. 99.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-789-2210,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-29 21:47:36,79%
LMC-01692,Sterilized Flavoured Milk 250 g,Dairy Products,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",250 g,Rs. 239.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-755-8627,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-22 23:49:36,93%
LMC-01693,Pure Sesame Gingelly Oil 250 ml,Edible Oils,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",250 ml,Rs. 722.00 (Incl. of all taxes),03/2026,Email: care@ananya.com | Ph: 1800-184-7053,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-18 23:46:36,95%
LMC-01694,Agmark Haldi Turmeric Powder 400 g,Spices & Condiments,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 398.00,Not Declared,Email: care@ananya.com | Ph: 1800-736-9437,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-05 19:19:36,77%
LMC-01695,Mint Peppermint Lozenges 400 g,Chocolates & Confectionery,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",400 g,Rs. 553.00 (Incl. of all taxes),Not Declared,Email: care@pristine.com | Ph: 1800-875-4361,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-30 18:10:36,82%
LMC-01696,Choco Chip Delight Cookies 500 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",500 g,Rs. 320.00 (Incl. of all taxes),05/2026,Email: care@vedic.com | Ph: 1800-150-5097,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-09 14:52:36,89%
LMC-01697,Multigrain Fibre Atta 10 kg,Atta & Flours,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",10 kgs,Rs. 896.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-252-2981,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-08-05 20:42:36,67%
LMC-01698,Poha Instant Breakfast Bowl 50 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",50 g,Rs. 652.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-754-8620,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-30 16:32:36,95%
LMC-01699,Lemon Iced Tea Concentrate 5 L,Beverages & Juices,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",5 ltr,Rs. 941.00 (Incl. of all taxes),01/2026,Email: care@himalayan.com | Ph: 1800-881-2261,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-08-26 06:49:36,72%
LMC-01700,Roasted Arabica Coffee Beans 50 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 518.00 (Incl. of all taxes),02/2026,Email: care@himalayan.com | Ph: 1800-824-6010,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-16 21:16:36,99%
LMC-01701,Rice Flour Fine 5 kg,Atta & Flours,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",5 kg,Rs. 481.00 (Incl. of all taxes),02/2026,Email: care@navrang.com | Ph: 1800-123-9768,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-18 01:44:36,98%
LMC-01702,Spicy Aloo Bhujia 50 g,Snacks & Namkeen,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Not Declared,03/2026,Email: care@ananya.com | Ph: 1800-676-5261,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-25 13:07:36,91%
LMC-01703,Choco Chip Delight Cookies 50 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",50 g,Rs. 523.00 (Incl. of all taxes),03/2026,Email: care@surya.com | Ph: 1800-967-3152,India,NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR,2026-07-06 00:20:36,72%
LMC-01704,Masala Potato Wafers 200 g,Snacks & Namkeen,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",200 g,Rs. 783.00 (Incl. of all taxes),06/2026,Not Declared,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-31 21:54:36,83%
LMC-01705,Poha Instant Breakfast Bowl 500 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 217.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-217-8112,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-07-25 12:05:36,67%
LMC-01706,Refined Sunflower Cooking Oil 5 L,Edible Oils,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",5 L,Rs. 417.00 (Incl. of all taxes),01/2026,Email: care@ananya.com | Ph: 1800-792-1891,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-09 01:33:36,95%
LMC-01707,Caramel Toffee Pouch 400 g,Chocolates & Confectionery,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",400 g,Rs. 238.00 (Incl. of all taxes),01/2026,Email: care@vedic.com | Ph: 1800-254-7499,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-02 21:21:36,92%
LMC-01708,Greek Style Plain Yogurt 500 g,Dairy Products,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 gms,Rs. 917.00 (Incl. of all taxes),06/2026,Email: care@surya.com | Ph: 1800-145-5364,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-09-01 17:07:36,72%
LMC-01709,Instant Chicory Coffee Powder 200 g,Tea & Coffee,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",200 g,Not Declared,01/2026,Email: care@surya.com | Ph: 1800-645-6122,Not Declared,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-16 17:29:36,85%
LMC-01710,Pasteurized Cow Ghee 400 g,Dairy Products,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",400 g,Rs. 639.00 (Incl. of all taxes),07/2026,Email: care@pristine.com | Ph: 1800-619-7813,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-14 04:34:36,99%
LMC-01711,Green Tea Lemon Honey Bags 500 g,Tea & Coffee,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",500 g,Rs. 259.00 (Incl. of all taxes),03/2026,Email: care@vedic.com | Ph: 1800-744-7865,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-30 17:59:36,88%
LMC-01712,Sparkling Apple Cider Drink 1 L,Beverages & Juices,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",1 L,Rs. 209.00 (Incl. of all taxes),05/2026,Not Declared,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-16 16:29:36,75%
LMC-01713,Poha Instant Breakfast Bowl 250 g,Ready-to-Eat,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",250 g,Rs. 138.00 (Incl. of all taxes),07/2026,Email: care@himalayan.com | Ph: 1800-782-4048,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-20 20:12:36,96%
LMC-01714,Palak Paneer Ready Curry 200 g,Ready-to-Eat,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",200 gms,Rs. 613.00 (Incl. of all taxes),01/2026,Email: care@himalayan.com | Ph: 1800-755-2442,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-07-09 11:24:36,75%
LMC-01715,Coriander Dhania Powder 500 g,Spices & Condiments,Not Declared,500 g,Rs. 503.00 (Incl. of all taxes),01/2026,Email: care@navrang.com | Ph: 1800-218-1231,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-07-24 14:16:36,93%
LMC-01716,Diet Murmura Mix 250 g,Snacks & Namkeen,Not Declared,250 g,Rs. 71.00 (Incl. of all taxes),07/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-23 08:09:36,81%
LMC-01717,Coriander Dhania Powder 750 g,Spices & Condiments,"Himalayan Organic Ventures, Pantnagar",750 g,Rs. 793.00 (Incl. of all taxes),02/2026,Email: care@himalayan.com | Ph: 1800-877-9162,India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city); Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-08-04 23:21:36,81%
LMC-01718,Alphonso Mango Nectar 750 ml,Beverages & Juices,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",750 ml,Rs. 648.00 (Incl. of all taxes),Not Declared,Email: care@ananya.com | Ph: 1800-762-4119,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-08-23 00:38:36,87%
LMC-01719,Pure Sesame Gingelly Oil 750 ml,Edible Oils,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",750 ml,Rs. 413.00 (Incl. of all taxes),03/2026,Email: care@ananya.com | Ph: 1800-543-6728,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-07 09:42:36,83%
LMC-01720,Tender Coconut Water Drink 750 ml,Beverages & Juices,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",750 ml,Rs. 622.00 (Incl. of all taxes),02/2026,Helpline: 1800-599-8561 (Email missing),Imported (Origin: Sri Lanka),NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR; Rule 6(1)(e): Missing consumer care email address,2026-07-19 12:12:36,60%
LMC-01721,Gulab Jamun Instant Mix 500 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 479.00 (Incl. of all taxes),01/2026,Email: care@ananya.com | Ph: 1800-419-2535,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-06 14:48:36,88%
LMC-01722,Rice Flour Fine 2 kg,Atta & Flours,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",2 kg,Rs. 450.00 (Incl. of all taxes),02/2026,Email: care@navrang.com | Ph: 1800-169-8807,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-01 03:50:36,94%
LMC-01723,Darjeeling Whole Leaf Black Tea 200 g,Tea & Coffee,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 949.00 (Incl. of all taxes),03/2026,Not Declared,Imported (Origin: Sri Lanka),NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-11 01:18:36,76%
LMC-01724,Dal Makhani Heat & Eat Meal 400 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",400 g,Rs. 603.00,02/2026,Email: care@surya.com | Ph: 1800-509-1371,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-10 18:02:36,90%
LMC-01725,Marie Crisp Tea Biscuits 100 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",100 g,Rs. 310.00 (Incl. of all taxes),08/2026,Email: care@surya.com | Ph: 1800-358-6671,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-01 03:48:36,93%
LMC-01726,Refined Groundnut Oil 2 L,Edible Oils,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",2 L,Rs. 660.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-703-2078,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-06 08:45:36,91%
LMC-01727,Refined Sunflower Cooking Oil 5 L,Edible Oils,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",5 L,Rs. 89.00 (Incl. of all taxes),Not Declared,Email: care@kaveri.com | Ph: 1800-591-3748,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-08-16 00:58:36,89%
LMC-01728,Alphonso Mango Nectar 200 ml,Beverages & Juices,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 ml,Rs. 592.00 (Incl. of all taxes),03/2026,Helpline: 1800-440-4467 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-26 09:42:36,69%
